,Reasons Group 1,Reasons Group 2,Reasons Group 3,Reasons Group 4,Date,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
373,0,0,0,1,10/02/2017,260,50,36,251.818,23,1,4,0,3
374,0,0,0,1,17/02/2017,179,51,38,251.818,31,1,0,0,3
375,0,0,0,1,13/02/2017,179,51,38,251.818,31,1,0,0,2
376,0,0,0,1,15/02/2017,179,51,38,251.818,31,1,0,0,3
377,1,0,0,0,16/02/2017,179,51,38,251.818,31,1,0,0,8
378,0,0,0,1,16/02/2017,246,25,41,251.818,23,1,0,0,8
379,0,0,0,1,17/02/2017,179,51,38,251.818,31,1,0,0,3
380,0,0,0,1,13/02/2017,189,29,33,251.818,25,1,2,2,8
381,0,0,0,1,13/02/2017,179,51,38,251.818,31,1,0,0,3
382,0,0,0,1,21/02/2017,246,25,41,251.818,23,1,0,0,2
383,0,0,0,1,21/02/2017,291,31,40,251.818,25,1,1,1,2
384,1,0,0,0,22/02/2017,157,27,29,251.818,22,1,0,0,16
385,0,0,0,1,22/02/2017,179,51,38,251.818,31,1,0,0,3
386,0,0,0,1,24/02/2017,179,51,38,251.818,31,1,0,0,3
387,1,0,0,0,24/02/2017,246,25,41,251.818,23,1,0,0,24
388,0,0,0,1,22/02/2017,179,51,38,251.818,31,1,0,0,3
389,0,0,0,1,24/02/2017,179,51,38,251.818,31,1,0,0,3
390,0,0,1,0,07/03/2017,118,10,37,244.387,28,1,0,0,8
391,0,0,1,0,08/03/2017,246,25,41,244.387,23,1,0,0,16
392,0,0,0,1,10/03/2017,246,25,41,244.387,23,1,0,0,2
393,0,0,0,1,10/03/2017,260,50,36,244.387,23,1,4,0,4
394,0,0,0,1,13/03/2017,179,51,38,244.387,31,1,0,0,2
395,0,0,0,1,13/03/2017,235,11,37,244.387,29,3,1,1,8
396,0,0,0,1,14/03/2017,179,22,40,244.387,22,2,2,0,8
397,0,0,0,1,14/03/2017,378,49,36,244.387,21,1,2,4,8
398,0,0,0,1,20/03/2017,179,51,38,244.387,31,1,0,0,16
399,0,0,0,1,22/03/2017,361,52,28,244.387,27,1,1,4,8
400,0,0,0,0,22/03/2017,369,17,31,244.387,25,1,3,0,0
401,0,0,1,0,23/03/2017,235,11,37,244.387,29,3,1,1,8
402,0,0,0,1,24/03/2017,118,13,50,244.387,31,1,1,0,2
403,1,0,0,0,28/03/2017,118,13,50,244.387,31,1,1,0,3
404,1,0,0,0,29/03/2017,118,13,50,244.387,31,1,1,0,8
405,0,0,0,0,30/03/2017,235,11,37,244.387,29,3,1,1,0
406,0,0,0,0,30/03/2017,246,25,41,244.387,23,1,0,0,0
407,0,0,0,0,30/03/2017,118,13,50,244.387,31,1,1,0,0
408,0,0,0,1,31/03/2017,179,51,38,244.387,31,1,0,0,8
409,0,0,0,1,31/03/2017,289,36,33,244.387,30,1,2,1,8
410,0,0,1,0,27/03/2017,260,50,36,244.387,23,1,4,0,8
411,0,0,0,1,28/03/2017,246,25,41,244.387,23,1,0,0,2
412,0,0,0,1,05/04/2017,179,51,38,239.409,31,1,0,0,4
413,0,0,0,1,07/04/2017,260,50,36,239.409,23,1,4,0,3
414,0,0,0,1,07/04/2017,330,16,28,239.409,25,2,0,0,4
415,0,0,0,1,10/04/2017,369,17,31,239.409,25,1,3,0,4
416,0,0,0,1,10/04/2017,248,25,47,239.409,32,1,2,1,4
417,0,0,0,1,12/04/2017,330,16,28,239.409,25,2,0,0,8
418,0,0,0,1,12/04/2017,179,51,38,239.409,31,1,0,0,8
419,0,0,0,1,17/04/2017,118,13,50,239.409,31,1,1,0,1
420,1,0,0,0,19/04/2017,118,13,50,239.409,31,1,1,0,120
421,0,0,0,1,28/04/2017,300,26,43,239.409,25,1,2,1,8
422,0,0,0,1,28/04/2017,260,50,36,239.409,23,1,4,0,4
423,0,0,0,1,24/04/2017,179,51,38,239.409,31,1,0,0,4
424,1,0,0,0,26/04/2017,118,10,37,239.409,28,1,0,0,2
425,1,0,0,0,01/05/2017,235,20,43,246.074,38,1,1,0,16
426,0,0,0,1,03/05/2017,248,25,47,246.074,32,1,2,1,2
427,1,0,0,0,08/05/2017,369,17,31,246.074,25,1,3,0,8
428,0,0,0,1,10/05/2017,179,26,30,246.074,19,3,0,0,3
429,0,0,0,1,10/05/2017,179,51,38,246.074,31,1,0,0,4
430,0,0,0,1,11/05/2017,361,52,28,246.074,27,1,1,4,1
431,0,0,0,1,12/05/2017,260,50,36,246.074,23,1,4,0,3
432,1,0,0,0,15/05/2017,179,22,40,246.074,22,2,2,0,2
433,1,0,0,0,15/05/2017,179,22,40,246.074,22,2,2,0,3
434,0,0,1,0,17/05/2017,228,14,58,246.074,22,1,2,1,8
435,0,0,0,1,17/05/2017,225,26,28,246.074,24,1,1,2,3
436,1,0,0,0,19/05/2017,330,16,28,246.074,25,2,0,0,8
437,0,0,0,1,22/05/2017,179,26,30,246.074,19,3,0,0,2
438,0,0,0,1,22/05/2017,118,10,37,246.074,28,1,0,0,1
439,1,0,0,0,29/05/2017,235,11,37,246.074,29,3,1,1,8
440,0,0,0,1,31/05/2017,179,26,30,246.074,19,3,0,0,3
441,0,0,0,1,05/06/2017,118,10,37,253.957,28,1,0,0,3
442,0,0,0,1,05/06/2017,179,51,38,253.957,31,1,0,0,3
443,0,0,0,1,06/06/2017,118,10,37,253.957,28,1,0,0,2
444,0,0,0,1,08/06/2017,225,26,28,253.957,24,1,1,2,4
445,0,0,0,1,09/06/2017,260,50,36,253.957,23,1,4,0,4
446,0,0,0,0,09/06/2017,179,51,38,253.957,31,1,0,0,0
447,1,0,0,0,12/06/2017,291,31,40,253.957,25,1,1,1,40
448,0,0,0,1,12/06/2017,179,51,38,253.957,31,1,0,0,24
449,0,0,0,1,13/06/2017,246,25,41,253.957,23,1,0,0,3
450,0,0,0,1,19/06/2017,179,51,38,253.957,31,1,0,0,4
451,0,0,0,1,20/06/2017,235,20,43,253.957,38,1,1,0,8
452,0,0,0,1,26/06/2017,179,51,38,253.957,31,1,0,0,2
453,0,0,0,1,28/06/2017,225,26,28,253.957,24,1,1,2,2
454,0,0,0,1,28/06/2017,118,13,50,253.957,31,1,1,0,2
455,1,0,0,0,28/06/2017,179,51,38,253.957,31,1,0,0,8
456,0,0,1,0,28/06/2017,179,26,30,253.957,19,3,0,0,2
457,0,0,0,1,30/06/2017,246,25,41,253.957,23,1,0,0,2
458,1,0,0,0,27/06/2017,330,16,28,253.957,25,2,0,0,1
459,1,0,0,0,27/06/2017,235,11,37,253.957,29,3,1,1,8
460,0,0,0,1,06/07/2017,179,26,30,230.29,19,3,0,0,2
461,0,0,0,1,06/07/2017,225,26,28,230.29,24,1,1,2,4
462,1,0,0,0,07/07/2017,260,50,36,230.29,23,1,4,0,8
463,1,0,0,0,10/07/2017,268,11,33,230.29,25,2,0,0,8
464,0,0,0,1,14/07/2017,330,16,28,230.29,25,2,0,0,8
465,0,0,0,1,14/07/2017,118,10,37,230.29,28,1,0,0,8
466,0,0,0,1,17/07/2017,260,50,36,230.29,23,1,4,0,4
467,0,0,0,1,18/07/2017,118,10,37,230.29,28,1,0,0,8
468,0,1,0,0,24/07/2017,300,26,43,230.29,25,1,2,1,8
469,0,0,0,1,24/07/2017,235,29,48,230.29,33,1,1,5,1
470,0,0,0,1,25/07/2017,246,25,41,230.29,23,1,0,0,2
471,1,0,0,0,25/07/2017,225,26,28,230.29,24,1,1,2,112
472,0,0,0,1,25/07/2017,179,51,38,230.29,31,1,0,0,1
473,0,0,0,1,28/07/2017,118,13,50,230.29,31,1,1,0,1
474,0,0,0,1,28/07/2017,361,52,28,230.29,27,1,1,4,8
475,0,0,0,1,24/07/2017,289,36,33,230.29,30,1,2,1,8
476,0,0,0,1,24/07/2017,235,20,43,230.29,38,1,1,0,8
477,0,0,0,1,25/07/2017,246,25,41,230.29,23,1,0,0,2
478,0,0,0,1,27/07/2017,291,31,40,230.29,25,1,1,1,1
479,0,0,0,1,27/07/2017,279,5,39,230.29,24,1,2,0,2
480,0,0,0,1,03/08/2017,179,51,38,249.797,31,1,0,0,4
481,0,0,0,1,07/08/2017,179,22,40,249.797,22,2,2,0,1
482,0,0,0,1,08/08/2017,246,25,41,249.797,23,1,0,0,4
483,0,0,0,1,08/08/2017,118,10,37,249.797,28,1,0,0,4
484,0,0,0,1,08/08/2017,289,36,33,249.797,30,1,2,1,8
485,0,0,0,1,08/08/2017,235,20,43,249.797,38,1,1,0,8
486,0,0,0,1,10/08/2017,291,31,40,249.797,25,1,1,1,4
487,0,0,0,1,14/08/2017,179,51,38,249.797,31,1,0,0,4
488,0,0,0,1,15/08/2017,179,22,40,249.797,22,2,2,0,8
489,0,0,0,1,17/08/2017,330,16,28,249.797,25,2,0,0,16
490,0,0,0,1,22/08/2017,235,11,37,249.797,29,3,1,1,4
491,0,0,0,1,22/08/2017,246,25,41,249.797,23,1,0,0,1
492,0,0,0,1,22/08/2017,118,10,37,249.797,28,1,0,0,5
493,0,0,0,1,24/08/2017,291,31,40,249.797,25,1,1,1,2
494,0,0,0,1,28/08/2017,260,50,36,249.797,23,1,4,0,3
495,0,0,0,1,05/09/2017,246,25,41,261.756,23,1,0,0,1
496,0,0,0,1,05/09/2017,246,25,41,261.756,23,1,0,0,1
497,0,0,0,1,05/09/2017,118,10,37,261.756,28,1,0,0,3
498,0,0,0,1,05/09/2017,155,12,34,261.756,25,1,2,0,2
499,0,0,0,1,07/09/2017,291,31,40,261.756,25,1,1,1,2
500,0,0,0,1,08/09/2017,179,26,30,261.756,19,3,0,0,8
501,0,0,0,1,08/09/2017,248,25,47,261.756,32,1,2,1,1
502,0,0,0,1,11/09/2017,179,51,38,261.756,31,1,0,0,4
503,0,0,0,1,13/09/2017,225,26,28,261.756,24,1,1,2,1
504,0,0,0,1,18/09/2017,179,26,30,261.756,19,3,0,0,2
505,0,0,0,1,19/09/2017,369,17,31,261.756,25,1,3,0,8
506,0,0,0,1,26/09/2017,361,52,28,261.756,27,1,1,4,8
507,1,0,0,0,05/10/2017,289,48,49,284.853,36,1,0,2,1
508,1,0,0,0,05/10/2017,235,16,32,284.853,25,3,0,0,3
509,0,0,0,1,06/10/2017,246,25,41,284.853,23,1,0,0,8
510,1,0,0,0,11/10/2017,289,48,49,284.853,36,1,0,2,3
511,0,0,0,1,11/10/2017,291,31,40,284.853,25,1,1,1,2
512,0,0,0,1,17/10/2017,118,10,37,284.853,28,1,0,0,2
513,0,0,0,1,19/10/2017,289,48,49,284.853,36,1,0,2,2
514,0,0,0,1,20/10/2017,291,31,40,284.853,25,1,1,1,1
515,0,0,0,1,24/10/2017,225,26,28,284.853,24,1,1,2,2
516,0,0,0,1,24/10/2017,369,17,31,284.853,25,1,3,0,8
517,0,0,0,1,24/10/2017,369,17,31,284.853,25,1,3,0,3
518,0,0,0,1,24/10/2017,225,26,28,284.853,24,1,1,2,4
519,0,0,0,1,24/10/2017,369,17,31,284.853,25,1,3,0,8
520,0,0,0,1,25/10/2017,179,51,38,284.853,31,1,0,0,3
521,1,0,0,0,25/10/2017,228,14,58,284.853,22,1,2,1,1
522,0,0,0,1,25/10/2017,291,31,40,284.853,25,1,1,1,1
523,1,0,0,0,26/10/2017,369,17,31,284.853,25,1,3,0,8
524,1,0,0,0,26/10/2017,225,26,28,284.853,24,1,1,2,1
525,1,0,0,0,27/10/2017,369,17,31,284.853,25,1,3,0,8
526,1,0,0,0,27/10/2017,225,26,28,284.853,24,1,1,2,3
527,0,0,0,1,29/10/2017,189,29,33,284.853,25,1,2,2,8
528,1,0,0,0,29/10/2017,235,16,32,284.853,25,3,0,0,8
529,1,0,0,0,29/10/2017,248,25,47,284.853,32,1,2,1,8
530,0,0,0,0,29/10/2017,225,26,28,284.853,24,1,1,2,0
531,1,0,0,0,31/10/2017,225,26,28,284.853,24,1,1,2,3
532,0,0,1,0,07/11/2017,179,51,38,268.519,31,1,0,0,1
533,0,0,0,1,08/11/2017,118,10,37,268.519,28,1,0,0,3
534,1,0,0,0,08/11/2017,330,16,28,268.519,25,2,0,0,24
535,0,0,0,1,10/11/2017,179,51,38,268.519,31,1,0,0,1
536,1,0,0,0,14/11/2017,118,10,37,268.519,28,1,0,0,8
537,0,0,0,1,15/11/2017,289,36,33,268.519,30,1,2,1,8
538,1,0,0,0,17/11/2017,235,16,32,268.519,25,3,0,0,8
539,0,0,0,1,17/11/2017,225,26,28,268.519,24,1,1,2,4
540,0,0,0,1,21/11/2017,361,52,28,268.519,27,1,1,4,8
541,0,0,0,1,22/11/2017,291,31,40,268.519,25,1,1,1,2
542,1,0,0,0,23/11/2017,118,10,37,268.519,28,1,0,0,2
543,1,0,0,0,23/11/2017,225,26,28,268.519,24,1,1,2,3
544,0,0,0,1,27/11/2017,179,51,38,268.519,31,1,0,0,1
545,0,0,0,1,27/11/2017,118,10,37,268.519,28,1,0,0,8
546,1,0,0,0,28/11/2017,118,10,37,268.519,28,1,0,0,8
547,0,0,0,1,28/11/2017,225,26,28,268.519,24,1,1,2,2
548,0,0,0,0,28/11/2017,291,31,40,268.519,25,1,1,1,0
549,0,0,0,0,29/11/2017,289,36,33,268.519,30,1,2,1,0
550,1,0,0,0,30/11/2017,248,25,47,268.519,32,1,2,1,4
551,0,0,0,0,30/11/2017,235,20,43,268.519,38,1,1,0,0
552,0,0,0,1,24/11/2017,225,26,28,268.519,24,1,1,2,2
553,0,0,0,1,24/11/2017,369,17,31,268.519,25,1,3,0,8
554,0,0,0,1,27/11/2017,361,52,28,268.519,27,1,1,4,2
555,1,0,0,0,05/12/2017,179,51,38,280.549,31,1,0,0,32
556,0,0,0,1,06/12/2017,291,31,40,280.549,25,1,1,1,1
557,0,0,0,1,06/12/2017,225,26,28,280.549,24,1,1,2,3
558,1,0,0,0,08/12/2017,179,26,30,280.549,19,3,0,0,1
559,0,0,0,1,08/12/2017,225,26,28,280.549,24,1,1,2,3
560,0,0,0,1,13/12/2017,225,26,28,280.549,24,1,1,2,3
561,1,0,0,0,14/12/2017,361,52,28,280.549,27,1,1,4,4
562,0,0,1,0,15/12/2017,179,22,40,280.549,22,2,2,0,2
563,0,0,0,1,15/12/2017,235,20,43,280.549,38,1,1,0,8
564,0,0,1,0,18/12/2017,233,51,31,280.549,21,2,1,8,8
565,1,0,0,0,19/12/2017,179,26,30,280.549,19,3,0,0,16
566,0,0,0,1,19/12/2017,225,26,28,280.549,24,1,1,2,2
567,0,0,0,1,21/12/2017,225,26,28,280.549,24,1,1,2,3
568,0,0,0,1,18/12/2017,225,26,28,280.549,24,1,1,2,2
569,0,0,1,0,19/12/2017,155,12,34,280.549,25,1,2,0,80
570,1,0,0,0,01/01/2018,179,26,30,313.532,19,3,0,0,24
571,1,0,0,0,04/01/2018,179,26,30,313.532,19,3,0,0,16
572,0,0,0,1,04/01/2018,179,22,40,313.532,22,2,2,0,2
573,0,0,0,1,05/01/2018,179,22,40,313.532,22,2,2,0,2
574,1,0,0,0,08/01/2018,179,26,30,313.532,19,3,0,0,3
575,0,0,0,1,10/01/2018,179,22,40,313.532,22,2,2,0,2
576,1,0,0,0,11/01/2018,289,48,49,313.532,36,1,0,2,8
577,0,0,1,0,12/01/2018,179,22,40,313.532,22,2,2,0,3
578,0,0,0,1,15/01/2018,179,26,30,313.532,19,3,0,0,2
579,0,0,1,0,16/01/2018,155,12,34,313.532,25,1,2,0,8
580,0,0,0,1,17/01/2018,179,26,30,313.532,19,3,0,0,2
581,0,0,0,1,17/01/2018,179,51,38,313.532,31,1,0,0,3
582,1,0,0,0,17/01/2018,289,36,33,313.532,30,1,2,1,8
583,0,0,0,1,18/01/2018,179,51,38,313.532,31,1,0,0,3
584,0,0,0,1,26/01/2018,179,51,38,313.532,31,1,0,0,2
585,1,0,0,0,06/02/2018,179,51,38,264.249,31,1,0,0,8
586,0,0,0,1,06/02/2018,225,26,28,264.249,24,1,1,2,3
587,1,0,0,0,07/02/2018,248,25,47,264.249,32,1,2,1,8
588,0,0,0,1,07/02/2018,179,51,38,264.249,31,1,0,0,2
589,0,0,0,1,08/02/2018,225,26,28,264.249,24,1,1,2,3
590,0,0,0,1,08/02/2018,179,51,38,264.249,31,1,0,0,2
591,0,0,0,1,08/02/2018,179,26,30,264.249,19,3,0,0,2
592,0,0,0,1,09/02/2018,225,15,41,264.249,28,4,2,2,2
593,0,0,0,1,09/02/2018,179,51,38,264.249,31,1,0,0,2
594,0,0,1,0,12/02/2018,233,51,31,264.249,21,2,1,8,2
595,0,0,0,1,12/02/2018,179,51,38,264.249,31,1,0,0,2
596,1,0,0,0,13/02/2018,225,26,28,264.249,24,1,1,2,8
597,0,0,0,1,14/02/2018,179,51,38,264.249,31,1,0,0,3
598,0,0,0,1,15/02/2018,179,51,38,264.249,31,1,0,0,3
599,0,0,0,1,15/02/2018,225,26,28,264.249,24,1,1,2,3
600,1,0,0,0,15/02/2018,179,26,30,264.249,19,3,0,0,2
601,0,0,0,1,16/02/2018,179,22,40,264.249,22,2,2,0,2
602,0,0,0,1,16/02/2018,179,51,38,264.249,31,1,0,0,3
603,1,0,0,0,21/02/2018,233,51,31,264.249,21,2,1,8,3
604,0,0,0,1,21/02/2018,179,26,30,264.249,19,3,0,0,2
605,0,0,0,1,21/02/2018,179,51,38,264.249,31,1,0,0,2
606,1,0,0,0,22/02/2018,179,51,38,264.249,31,1,0,0,8
607,0,0,0,1,23/02/2018,179,51,38,264.249,31,1,0,0,2
608,0,0,0,1,26/02/2018,155,12,34,264.249,25,1,2,0,5
609,0,0,0,1,26/02/2018,235,16,32,264.249,25,3,0,0,3
610,0,0,0,1,26/02/2018,179,51,38,264.249,31,1,0,0,2
611,1,0,0,0,26/02/2018,225,26,28,264.249,24,1,1,2,2
612,0,0,0,1,27/02/2018,179,51,38,264.249,31,1,0,0,2
613,0,0,0,1,27/02/2018,248,25,47,264.249,32,1,2,1,2
614,0,0,0,1,27/02/2018,225,26,28,264.249,24,1,1,2,2
615,0,0,0,1,28/02/2018,179,51,38,264.249,31,1,0,0,2
616,0,0,0,1,22/02/2018,179,51,38,264.249,31,1,0,0,2
617,0,0,0,1,23/02/2018,235,16,32,264.249,25,3,0,0,2
618,0,0,0,1,05/03/2018,179,51,38,222.196,31,1,0,0,2
619,0,0,0,1,05/03/2018,248,25,47,222.196,32,1,2,1,2
620,0,0,0,1,06/03/2018,228,14,58,222.196,22,1,2,1,3
621,0,0,0,1,06/03/2018,248,25,47,222.196,32,1,2,1,3
622,1,0,0,0,06/03/2018,228,14,58,222.196,22,1,2,1,112
623,0,0,0,1,07/03/2018,179,51,38,222.196,31,1,0,0,2
624,0,0,0,1,08/03/2018,225,26,28,222.196,24,1,1,2,2
625,0,0,0,1,08/03/2018,179,51,38,222.196,31,1,0,0,3
626,0,0,0,1,08/03/2018,225,26,28,222.196,24,1,1,2,2
627,0,0,0,1,09/03/2018,179,26,30,222.196,19,3,0,0,3
628,0,0,0,1,12/03/2018,235,16,32,222.196,25,3,0,0,3
629,0,0,1,0,12/03/2018,361,52,28,222.196,27,1,1,4,8
630,1,0,0,0,13/03/2018,179,51,38,222.196,31,1,0,0,8
631,0,0,0,1,14/03/2018,179,51,38,222.196,31,1,0,0,2
632,0,0,0,1,15/03/2018,179,51,38,222.196,31,1,0,0,3
633,0,0,0,1,16/03/2018,179,26,30,222.196,19,3,0,0,2
634,1,0,0,0,19/03/2018,179,51,38,222.196,31,1,0,0,4
635,1,0,0,0,19/03/2018,248,25,47,222.196,32,1,2,1,2
636,0,0,0,1,19/03/2018,179,51,38,222.196,31,1,0,0,3
637,1,0,0,0,19/03/2018,225,26,28,222.196,24,1,1,2,8
638,0,0,0,1,20/03/2018,179,51,38,222.196,31,1,0,0,2
639,0,0,0,1,21/03/2018,289,36,33,222.196,30,1,2,1,8
640,0,0,0,1,21/03/2018,228,14,58,222.196,22,1,2,1,2
641,0,0,0,1,21/03/2018,179,51,38,222.196,31,1,0,0,2
642,0,0,0,1,22/03/2018,248,25,47,222.196,32,1,2,1,3
643,0,0,0,1,22/03/2018,179,51,38,222.196,31,1,0,0,3
644,0,0,0,1,23/03/2018,179,26,30,222.196,19,3,0,0,2
645,0,0,0,1,23/03/2018,179,51,38,222.196,31,1,0,0,3
646,0,0,0,1,27/03/2018,179,51,38,222.196,31,1,0,0,3
647,0,0,0,1,28/03/2018,118,15,46,222.196,25,1,2,0,8
648,1,0,0,0,28/03/2018,155,12,34,222.196,25,1,2,0,24
649,0,0,0,1,28/03/2018,179,51,38,222.196,31,1,0,0,3
650,0,0,0,1,29/03/2018,179,51,38,222.196,31,1,0,0,3
651,1,0,0,0,26/03/2018,179,26,30,222.196,19,3,0,0,2
652,0,0,1,0,26/03/2018,289,36,33,222.196,30,1,2,1,104
653,0,0,0,1,28/03/2018,369,17,31,222.196,25,1,3,0,8
654,1,0,0,0,02/04/2018,225,26,28,246.288,24,1,1,2,8
655,1,0,0,0,02/04/2018,118,10,37,246.288,28,1,0,0,8
656,0,0,1,0,03/04/2018,361,52,28,246.288,27,1,1,4,8
657,0,0,1,0,04/04/2018,248,25,47,246.288,32,1,2,1,8
658,1,0,0,0,05/04/2018,189,29,33,246.288,25,1,2,2,8
659,0,0,0,1,06/04/2018,179,26,30,246.288,19,3,0,0,2
660,1,0,0,0,09/04/2018,369,17,31,246.288,25,1,3,0,24
661,0,1,0,0,10/04/2018,179,22,40,246.288,22,2,2,0,2
662,0,0,0,1,10/04/2018,118,13,50,246.288,31,1,1,0,3
663,0,0,0,1,10/04/2018,361,52,28,246.288,27,1,1,4,2
664,1,0,0,0,11/04/2018,118,10,37,246.288,28,1,0,0,2
665,0,0,0,1,13/04/2018,235,11,37,246.288,29,3,1,1,8
666,0,0,0,1,13/04/2018,179,26,30,246.288,19,3,0,0,2
667,0,0,1,0,16/04/2018,225,26,28,246.288,24,1,1,2,8
668,0,1,0,0,17/04/2018,235,16,32,246.288,25,3,0,0,3
669,0,0,0,1,20/04/2018,179,26,30,246.288,19,3,0,0,2
670,0,0,0,1,24/04/2018,155,12,34,246.288,25,1,2,0,4
671,0,0,1,0,26/04/2018,225,26,28,246.288,24,1,1,2,8
672,1,0,0,0,26/04/2018,118,13,50,246.288,31,1,1,0,2
673,0,0,0,1,27/04/2018,179,26,30,246.288,19,3,0,0,2
674,0,0,0,1,07/05/2018,235,11,37,237.656,29,3,1,1,8
675,0,0,1,0,09/05/2018,225,15,41,237.656,28,4,2,2,3
676,0,0,0,1,09/05/2018,235,16,32,237.656,25,3,0,0,2
677,1,0,0,0,09/05/2018,118,10,37,237.656,28,1,0,0,3
678,0,0,0,1,09/05/2018,235,20,43,237.656,38,1,1,0,8
679,1,0,0,0,10/05/2018,179,26,30,237.656,19,3,0,0,1
680,0,0,0,1,10/05/2018,291,31,40,237.656,25,1,1,1,2
681,1,0,0,0,10/05/2018,225,15,41,237.656,28,4,2,2,8
682,0,0,1,0,11/05/2018,300,26,43,237.656,25,1,2,1,64
683,0,0,0,1,11/05/2018,225,15,41,237.656,28,4,2,2,8
684,0,0,0,1,11/05/2018,179,26,30,237.656,19,3,0,0,2
685,0,0,0,1,14/05/2018,118,13,50,237.656,31,1,1,0,2
686,1,0,0,0,15/05/2018,118,13,50,237.656,31,1,1,0,3
687,0,0,0,1,15/05/2018,118,10,37,237.656,28,1,0,0,1
688,0,0,0,0,15/05/2018,118,13,50,237.656,31,1,1,0,0
689,0,0,0,1,16/05/2018,179,26,30,237.656,19,3,0,0,2
690,0,0,0,0,16/05/2018,378,49,36,237.656,21,1,2,4,0
691,0,1,0,0,18/05/2018,179,22,40,237.656,22,2,2,0,1
692,1,0,0,0,21/05/2018,155,12,34,237.656,25,1,2,0,48
693,1,0,0,0,21/05/2018,235,16,32,237.656,25,3,0,0,8
694,0,0,0,1,23/05/2018,291,31,40,237.656,25,1,1,1,8
695,1,0,0,0,23/05/2018,179,22,40,237.656,22,2,2,0,8
696,1,0,0,0,23/05/2018,225,26,28,237.656,24,1,1,2,3
697,1,0,0,0,24/05/2018,330,16,28,237.656,25,2,0,0,8
698,0,0,0,1,24/05/2018,235,16,32,237.656,25,3,0,0,2
699,0,0,0,1,31/05/2018,291,31,40,237.656,25,1,1,1,2
